Fund Screening North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Base Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouped by: IA Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calculated on: 06/06/2023 09:46:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported on: 06/06/2023 10:08:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Up Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninety One American Franchise A Acc £ H,GB00B3XFGN71,North America,"98,234.41",263.90,No,No,89.37,77.26,88.22,86.40,88.94,96.66,93.55,89.49,93.41,93.41,93.41,86.95,86.95,93.29,82.03,83.93,92.18,88.67,82.44,89.28,92.16,92.16,92.16,100.40,106.16,97.42,103.08,99.16,106.41,114.33,121.71,129.05,126.47,126.47,123.89,114.58,115.85,115.85,109.25,109.01,99.97,99.97,99.72,101.84,76.12,76.12,81.83,102.47,90.15,86.57,86.57,82.56,88.38,88.38,94.36,94.36,94.36,83.02,94.63,58.08,58.08,19.09,19.09,76.26,81.25,81.25,75.42,75.42,51.58,58.34,65.28,84.33,84.33,93.95,103.07,80.76,50.28,50.28,31.74,31.74,151.85,151.85,130.42,164.48,164.48,164.48,152.73,165.78,165.78,178.86,192.84,189.12,189.12,189.12,184.20,184.20,184.20,154.99
Nordea 1 - North American Strs Eq BC GBP,LU0841633414,North America,"138,717.32",,No,No,75.55,82.51,85.09,87.61,83.44,84.29,83.87,91.61,94.89,94.89,94.89,102.46,102.46,107.84,107.63,106.62,104.54,102.77,104.97,103.53,111.77,111.77,111.77,109.94,106.79,106.38,107.53,108.29,112.86,117.12,109.48,113.24,103.60,103.60,95.82,90.58,94.86,94.86,92.83,94.59,91.19,91.19,94.66,93.35,94.47,94.47,90.72,84.53,81.98,100.34,100.34,98.09,89.86,89.86,87.96,87.96,87.96,87.39,76.73,83.29,83.29,57.62,57.62,92.42,74.80,74.80,74.60,74.60,75.18,74.23,86.33,91.46,91.46,94.47,97.08,76.79,187.91,187.91,154.06,154.06,154.98,154.98,108.08,80.47,80.47,80.47,92.07,93.53,93.53,85.42,96.09,93.05,93.05,93.05,96.24,96.24,96.24,85.98
PGIM Jennison US Growth GBP I Dis (Q),IE00BYWYQQ52,North America,"357,434.42",309.88,No,No,127.33,109.22,109.48,115.76,115.50,107.79,111.41,109.18,106.41,106.41,106.41,115.90,115.90,126.51,128.18,121.24,126.13,136.17,151.97,172.69,180.62,180.62,180.62,168.40,168.78,161.85,154.03,132.36,139.64,130.00,130.35,131.09,115.25,115.25,122.27,124.18,93.20,93.20,99.82,120.91,114.60,114.60,83.34,105.50,93.40,93.40,65.52,55.01,88.68,89.79,89.79,97.67,99.31,99.31,109.13,109.13,109.13,101.49,114.66,101.99,101.99,122.31,122.31,82.68,85.82,85.82,75.99,75.99,67.26,70.28,69.20,84.31,84.31,84.54,90.02,120.21,232.61,232.61,251.90,251.90,304.66,304.66,224.05,222.82,222.82,222.82,198.29,206.90,206.90,222.90,229.92,196.59,196.59,196.59,183.73,183.73,183.73,185.76
Pictet-USA Index HI EUR,LU0592905094,North America,"195,696.55",179.46,Yes,No,,,,,,,,,,,,,,,,,,,85.28,114.31,115.78,117.72,117.72,126.86,125.75,128.31,124.72,117.51,132.65,129.21,114.79,101.57,97.49,97.49,101.10,88.55,86.72,93.12,93.91,95.63,86.12,86.12,96.82,89.09,88.22,88.22,88.65,97.45,90.96,,,,,,,,,,,,,,,,,,,93.29,93.29,92.70,102.37,116.32,116.32,116.32,116.32,129.18,226.63,226.63,159.81,159.81,159.81,159.81,155.62,128.17,128.17,128.17,105.88,114.81,114.81,149.24,135.89,137.89,137.89,145.53,141.99,141.99,125.32,116.94
Polar Capital North American I,IE00B531PK96,North America,"63,937.48",206.41,No,No,76.38,77.61,84.28,85.15,96.06,93.93,93.65,82.75,86.08,93.93,90.61,92.44,95.71,90.27,85.25,84.31,85.46,90.61,90.87,94.61,97.29,96.09,98.88,105.97,107.80,105.11,112.68,115.96,119.22,117.09,115.76,116.99,114.67,114.67,114.14,109.38,105.28,113.89,99.69,84.75,83.12,84.17,87.59,95.48,98.35,98.35,103.01,109.12,107.13,103.69,103.69,103.99,109.14,109.14,106.85,106.85,106.85,105.29,105.29,96.37,96.37,97.33,97.33,92.70,118.36,118.36,122.53,122.53,122.53,125.90,129.71,126.06,126.06,126.06,126.06,146.54,124.37,124.37,124.37,124.37,124.37,124.37,88.31,97.14,132.01,132.01,96.12,98.39,98.39,99.76,93.02,95.75,95.75,97.27,99.43,99.43,94.74,97.89
Premier Miton US Opportunities B Acc,GB00B8278F56,North America,"16,808.67",165.00,No,No,102.43,103.23,101.07,97.78,96.55,97.63,95.71,97.56,100.22,100.22,100.22,98.01,98.01,103.06,105.62,110.95,113.24,110.62,111.65,108.69,101.41,101.41,101.41,100.77,103.70,99.08,105.82,108.36,107.18,109.12,99.89,96.79,97.88,97.88,91.21,81.72,83.86,83.86,74.42,69.35,58.42,58.42,72.49,87.50,101.84,101.84,119.55,111.32,103.96,110.44,110.44,104.84,109.59,109.59,90.54,90.54,90.54,94.50,102.74,108.85,108.85,108.80,108.80,98.54,97.26,97.26,111.61,111.61,99.11,96.01,87.68,78.31,78.31,74.59,77.55,72.43,-14.18,-14.18,47.10,47.10,109.13,109.13,60.65,51.27,51.27,51.27,61.08,50.47,50.47,47.77,44.61,72.85,72.85,72.85,87.23,87.23,87.23,81.82
Quilter Inv Nrth Amer Eq U2 (GBP) Acc,GB00BG371S47,North America,"39,656.73",184.09,No,No,,,,,,92.27,91.98,99.26,94.55,94.55,94.55,93.50,93.50,94.76,90.34,98.12,103.68,98.22,104.79,104.94,106.68,106.68,106.68,103.04,105.29,101.50,96.45,99.52,96.51,101.83,96.80,97.79,95.77,95.77,88.76,102.73,97.64,97.64,104.08,105.22,106.37,106.37,111.79,101.50,102.88,102.88,109.22,82.93,84.35,,,,,,112.90,112.90,112.90,116.20,110.18,98.50,98.50,109.42,109.42,113.10,108.09,108.09,109.39,109.39,116.51,113.51,122.25,115.08,115.08,113.24,96.99,85.42,28.30,28.30,64.08,64.08,24.40,24.40,38.27,39.11,39.11,39.11,117.19,95.82,95.82,91.93,79.04,81.53,81.53,81.53,79.85,79.85,79.85,76.25
Quilter Inv US Eq Small/MC U2 GBP Acc,GB00B98WR877,North America,"5,313.41",180.30,No,No,83.88,103.09,101.90,97.03,97.98,97.34,95.69,104.14,106.02,106.02,106.02,100.86,100.86,89.70,89.59,95.18,104.95,99.10,96.30,88.71,80.90,80.90,80.90,89.36,90.48,93.96,103.37,104.68,93.42,98.19,94.81,88.17,95.38,95.38,84.70,71.62,76.17,76.17,63.17,56.07,52.46,52.46,59.12,71.60,77.68,77.68,98.51,88.19,79.66,113.85,113.85,104.34,117.30,117.30,108.55,108.55,108.55,111.48,104.66,102.44,102.44,79.34,79.34,98.54,136.26,136.26,145.67,145.67,146.04,147.46,151.23,139.73,139.73,141.05,127.81,131.86,-111.11,-111.11,-0.21,-0.21,-9.13,-9.13,-19.59,-9.72,-9.72,-9.72,99.00,64.31,64.31,55.83,38.99,52.39,52.39,52.39,68.50,68.50,68.50,58.93
Quilter Investors US Eq Gr U2 (GBP) Acc,GB00B994K388,North America,"147,750.94",279.03,No,No,137.93,132.85,137.46,132.90,133.08,128.24,122.95,129.00,119.98,119.98,119.98,124.79,124.79,138.72,133.88,140.13,138.18,132.79,148.80,156.71,156.61,156.61,156.61,138.15,141.73,129.94,119.38,107.61,105.36,104.53,102.28,103.71,98.81,98.81,101.02,119.29,101.01,101.01,113.30,134.08,131.06,131.06,124.02,116.20,118.94,118.94,99.91,58.95,71.66,117.61,117.61,127.34,130.56,130.56,124.78,124.78,124.78,127.65,136.48,105.85,105.85,107.71,107.71,98.40,81.19,81.19,80.27,80.27,64.62,54.32,42.83,44.29,44.29,45.54,35.09,5.25,-179.12,-179.12,5.71,5.71,82.72,82.72,90.24,114.70,114.70,114.70,183.31,156.86,156.86,155.30,167.28,148.52,148.52,148.52,141.60,141.60,141.60,129.25
Quilter Investors US Eq Inc U2 (GBP) Acc,GB00BZ191K76,North America,"56,758.77",57.23,No,No,,,,,,,93.16,97.07,99.76,99.76,99.76,95.56,95.56,83.04,85.43,90.61,86.13,78.73,72.30,58.82,57.13,57.13,57.13,81.82,77.30,85.75,97.70,100.67,96.39,108.42,100.90,98.08,107.48,107.48,100.93,82.33,93.06,93.06,77.77,78.84,80.72,80.72,99.78,78.78,91.33,91.33,113.76,108.82,104.05,,,,,,,100.96,100.96,109.41,89.67,100.97,100.97,72.29,72.29,105.02,139.27,139.27,144.67,144.67,151.68,148.99,172.13,164.08,164.08,167.62,155.88,163.53,52.46,52.46,34.74,34.74,-7.68,-7.68,-37.17,-56.79,-56.79,-56.79,-5.47,-22.87,-22.87,-21.89,-33.88,-2.35,-2.35,-2.35,10.76,10.76,10.76,14.65
Robeco BP US Large Cap Equities FH €,LU0940004327,North America,"85,496.82",88.44,No,No,55.49,53.57,51.43,45.49,54.10,66.01,81.30,65.83,68.73,72.78,72.78,74.02,78.99,52.08,54.49,63.28,72.14,77.04,64.58,84.65,78.35,73.79,73.79,97.00,98.66,114.06,124.23,124.11,136.88,137.08,114.37,98.72,103.30,103.30,100.11,71.16,76.37,81.27,64.94,45.22,36.71,36.71,56.44,59.17,59.79,59.79,82.05,96.96,79.89,113.38,113.38,99.63,107.45,107.45,114.42,114.42,114.42,119.02,119.02,116.77,116.77,124.94,124.94,118.79,135.01,135.01,134.90,134.90,134.90,131.58,136.01,137.36,137.36,137.36,137.36,151.44,129.70,129.70,16.15,16.15,16.15,16.15,21.96,14.38,14.38,14.38,6.92,16.57,16.57,53.51,48.28,77.29,77.29,83.38,88.41,88.41,70.48,69.16
Robeco QI US Conservative Equities F £,LU1408525209,North America,"60,919.88",103.21,No,No,71.08,76.13,79.62,82.18,79.33,84.61,84.39,76.65,77.08,77.08,77.08,69.53,69.53,74.05,69.67,64.80,64.90,67.01,62.33,59.66,57.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.77,69.77,66.53,71.78,71.78,57.52,57.52,57.52,46.20,41.34,57.92,57.92,63.45,63.45,76.69,106.00,106.00,121.56,121.56,132.74,152.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal London US Equity Tilt Z Acc,GB00B5172X16,North America,"146,670.99",185.02,No,No,106.50,103.73,104.75,103.98,103.38,104.31,104.65,107.81,107.19,107.19,107.19,106.51,106.51,113.63,113.54,115.72,107.29,102.15,100.72,96.56,100.72,100.72,100.72,99.10,98.39,94.96,91.16,93.44,92.63,95.76,97.22,97.43,97.70,97.70,92.12,98.17,100.31,100.31,105.58,114.53,119.62,119.62,124.60,118.77,120.34,120.34,120.32,101.08,99.47,104.60,104.60,104.64,98.03,98.03,99.70,99.70,99.70,102.87,101.46,99.54,99.54,97.71,97.71,112.38,96.06,96.06,94.44,94.44,91.93,87.69,95.02,98.97,98.97,98.63,95.20,75.73,94.96,94.96,80.79,80.79,93.08,93.08,65.17,42.80,42.80,42.80,92.57,93.01,93.01,95.46,105.78,106.92,106.92,106.92,104.66,104.66,104.66,99.15
Royal London US Growth,GB0030038359,North America,"130,048.30",187.19,No,No,92.70,106.57,111.93,111.45,114.50,112.34,114.05,116.41,123.24,123.24,123.24,121.13,121.13,116.22,110.93,111.50,106.03,99.24,99.53,95.50,99.27,99.27,99.27,94.06,93.35,90.26,86.70,88.29,88.99,93.66,97.07,101.46,101.82,101.82,99.28,115.97,116.69,116.69,122.64,130.89,134.82,134.82,139.26,120.50,124.38,124.38,124.02,98.26,98.69,138.71,138.71,138.30,143.45,143.45,142.31,142.31,142.31,143.54,135.99,126.45,126.45,111.23,111.23,121.82,99.10,99.10,94.88,94.88,97.24,90.57,95.81,95.40,95.40,95.88,89.27,63.67,63.70,63.70,95.05,95.05,82.72,82.72,71.85,85.11,85.11,85.11,120.92,119.64,119.64,111.78,116.46,115.24,115.24,115.24,111.31,111.31,111.31,102.26
Russell Inv US Quant I,IE0031185683,North America,"112,321.63",169.27,No,No,86.22,91.62,88.32,89.67,95.21,93.94,98.51,92.70,92.16,92.16,92.16,94.72,94.72,84.76,87.92,85.91,88.64,91.61,88.47,90.27,89.90,89.90,89.90,89.55,91.91,98.16,99.98,105.62,106.82,107.26,106.03,105.44,108.37,108.37,109.60,115.54,116.64,116.64,115.09,105.58,107.84,107.84,109.76,109.62,107.64,107.64,107.65,109.60,105.21,98.84,98.84,96.70,103.09,103.09,108.73,108.73,108.73,105.84,99.47,97.73,97.73,90.03,90.03,83.67,95.10,95.10,89.45,89.45,96.26,97.81,107.57,110.08,110.08,110.79,112.87,133.45,212.58,212.58,155.42,155.42,123.54,123.54,111.46,109.07,109.07,109.07,75.53,81.91,81.91,83.48,71.94,79.32,79.32,79.32,78.55,78.55,78.55,90.00
Schroder QEP US Core I Acc,GB0007648347,North America,"159,021.57",200.81,No,No,100.30,95.49,95.48,96.03,95.83,95.17,97.19,98.50,96.75,96.75,96.75,99.86,99.86,107.95,109.39,110.25,103.39,97.71,95.13,91.06,95.12,95.12,95.12,91.62,92.39,90.79,87.44,92.61,92.21,96.85,97.86,100.32,100.19,100.19,94.62,107.01,108.95,108.95,114.22,118.17,123.49,123.49,131.50,119.84,121.85,121.85,119.25,93.91,89.77,96.69,96.69,96.47,85.31,85.31,91.03,91.03,91.03,95.97,94.61,98.60,98.60,105.12,105.12,118.25,98.01,98.01,94.77,94.77,97.64,93.29,102.92,105.89,105.89,106.68,98.15,78.02,121.53,121.53,91.16,91.16,75.98,75.98,45.01,12.66,12.66,12.66,84.90,91.19,91.19,87.64,94.64,95.47,95.47,95.47,95.12,95.12,95.12,91.71
Schroder US Eq Inc Mxmsr Fund Z Acc £,GB00BYP25144,North America,"175,257.48",178.30,No,No,90.77,92.76,90.56,91.14,87.03,85.64,87.24,90.27,88.29,88.29,88.29,90.10,90.10,93.37,96.07,95.88,92.90,88.92,84.97,79.28,83.12,83.12,83.12,81.06,80.32,80.37,77.85,82.84,80.66,82.86,84.05,85.34,86.72,86.72,79.49,87.29,91.22,91.22,95.08,100.86,106.33,106.33,115.21,108.06,110.97,110.97,113.61,94.48,91.33,89.70,89.70,90.86,79.83,79.83,81.62,81.62,81.62,83.60,84.97,89.97,89.97,94.95,94.95,108.76,94.92,94.92,95.20,95.20,98.37,98.31,99.41,100.82,100.82,100.63,98.66,83.80,123.22,123.22,90.95,90.95,74.13,74.13,54.35,27.61,27.61,27.61,69.78,76.86,76.86,75.20,85.75,87.95,87.95,87.95,90.74,90.74,90.74,86.14
Schroder US Mid Cap Z Acc,GB00B7LDLV43,North America,"5,280.48",179.68,No,No,80.86,98.26,95.96,92.71,92.83,90.77,94.60,102.67,104.25,104.25,104.25,101.97,101.97,91.68,93.68,98.12,108.86,103.93,96.27,89.67,80.99,80.99,80.99,90.00,93.26,98.13,108.81,111.56,98.12,101.92,96.17,88.47,98.70,98.70,85.00,69.33,73.61,73.61,58.70,54.10,53.53,53.53,64.96,84.86,87.25,87.25,108.58,105.06,94.41,108.97,108.97,98.84,109.86,109.86,107.88,107.88,107.88,108.63,104.16,108.01,108.01,96.78,96.78,119.04,145.24,145.24,150.97,150.97,150.94,155.25,159.16,147.24,147.24,148.44,138.62,135.28,-61.78,-61.78,3.56,3.56,-3.17,-3.17,-27.15,-27.03,-27.03,-27.03,84.94,61.63,61.63,59.11,46.63,61.51,61.51,61.51,76.88,76.88,76.88,68.42
Scottish Widows American Growth A,GB0031631715,North America,"150,748.04",182.36,No,No,95.11,94.77,94.95,94.68,92.16,91.55,91.23,95.28,94.62,94.62,94.62,95.59,95.59,95.45,95.31,95.74,92.70,85.01,84.96,78.10,87.28,87.28,87.28,82.40,79.51,80.46,73.66,82.65,82.61,90.12,87.38,93.40,86.70,86.70,82.25,100.23,109.99,109.99,120.43,114.49,118.71,118.71,129.94,104.27,112.71,112.71,114.63,88.90,80.65,98.75,98.75,99.67,95.02,95.02,98.98,98.98,98.98,103.34,97.93,103.13,103.13,109.76,109.76,106.70,91.69,91.69,87.99,87.99,90.74,85.20,95.62,94.06,94.06,93.80,80.84,68.18,67.83,67.83,68.22,68.22,52.76,52.76,36.48,13.36,13.36,13.36,86.00,81.84,81.84,66.74,76.53,81.07,81.07,81.07,82.13,82.13,82.13,79.76
Seilern America GBP H R,IE00BD8DY761,North America,"97,187.91",255.19,No,No,78.90,66.72,71.25,76.14,80.43,91.28,102.89,101.68,105.94,105.94,105.94,95.46,95.46,86.80,83.65,77.99,87.85,93.84,77.26,86.11,96.14,96.14,96.14,107.61,115.18,117.44,128.40,119.64,131.33,133.83,137.34,150.76,137.36,137.36,146.80,127.76,132.28,132.28,118.59,112.02,106.07,106.07,113.30,100.90,68.48,68.48,56.30,107.86,87.38,80.62,80.62,82.85,101.29,101.29,122.45,122.45,122.45,100.48,108.53,82.17,82.17,33.29,33.29,67.98,81.46,81.46,61.25,61.25,40.89,54.43,62.00,76.37,76.37,92.12,119.49,125.86,216.28,216.28,138.56,138.56,245.42,245.42,242.86,293.35,293.35,293.35,160.38,168.70,168.70,186.03,205.05,188.44,188.44,188.44,189.12,189.12,189.12,173.69
StocksPLUS™ E EUR Hedged Acc,IE00BKRC1166,North America,,178.77,No,Yes,76.92,66.85,66.35,68.23,77.51,85.03,96.63,82.74,84.29,84.11,84.11,82.46,89.40,80.61,83.76,82.46,89.71,97.09,91.49,120.99,121.47,123.68,123.68,132.58,130.84,133.59,128.73,121.14,134.61,130.25,114.44,101.58,97.16,97.16,100.00,86.43,84.41,90.63,92.20,91.75,81.70,81.70,91.36,87.16,86.30,86.30,85.31,94.50,87.81,112.81,112.81,100.63,107.85,107.85,112.40,112.40,112.40,112.76,112.76,95.85,95.85,96.10,96.10,95.12,107.90,107.90,103.74,103.74,103.74,102.70,112.04,125.63,125.63,125.63,125.63,144.09,228.63,228.63,159.70,159.70,159.70,159.70,157.15,131.42,131.42,131.42,110.59,121.50,121.50,158.54,147.69,151.05,151.05,157.56,155.15,155.15,138.51,126.50
Stt Strt AUT NA Scrn(ex Cont&CW)Idx Eq,GB00B0FR9T70,North America,"136,635.05",190.11,Yes,No,96.38,94.57,92.99,97.72,101.38,99.59,102.35,95.62,96.61,96.61,96.61,95.69,95.69,94.55,96.44,89.99,93.09,96.60,94.85,97.74,99.97,99.97,99.97,100.76,101.02,103.89,103.02,106.00,108.11,107.13,107.76,108.05,107.59,107.59,111.71,115.46,114.97,114.97,116.61,111.02,113.54,113.54,112.43,111.46,107.23,107.23,101.90,108.72,109.50,89.89,89.89,87.90,89.98,89.98,93.87,93.87,93.87,88.93,85.43,89.61,89.61,73.32,73.32,74.50,89.34,89.34,86.02,86.02,86.97,91.28,97.42,101.11,101.11,104.06,110.33,129.65,196.68,196.68,155.82,155.82,154.37,154.37,141.97,141.10,141.10,141.10,90.96,101.97,101.97,105.64,98.32,98.45,98.45,98.45,98.78,98.78,98.78,106.05
SVS Sanlam North American Eq B,GB00B40T1C34,North America,"92,554.62",,No,No,102.23,99.97,103.04,110.00,101.95,102.24,108.13,109.27,111.95,111.95,111.95,109.80,109.80,106.97,104.10,94.14,88.31,96.34,88.42,84.62,88.80,88.80,88.80,89.95,91.08,94.08,98.68,101.57,111.70,106.83,108.33,113.54,115.58,115.58,120.65,127.15,122.53,122.53,117.78,102.28,98.99,98.99,102.82,94.95,87.54,87.54,79.24,90.06,94.24,109.57,109.57,107.86,102.14,102.14,102.42,102.42,102.42,96.23,103.87,104.94,104.94,91.77,91.77,76.50,82.11,82.11,79.51,79.51,73.75,76.81,69.76,60.58,60.58,66.01,69.63,75.81,19.71,19.71,29.90,29.90,56.97,56.97,96.47,103.61,103.61,103.61,127.45,116.47,116.47,111.03,106.76,107.27,107.27,107.27,104.08,104.08,104.08,106.67
T. Rowe Price US All-Cap Opps Eq C Acc,GB00BLFGB288,North America,"127,588.21",239.25,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Rowe Price US Blue Chip Eq An EUR,LU1770377700,North America,"378,845.27",288.61,No,No,,,89.67,85.51,81.55,89.50,94.49,92.52,91.32,78.41,78.41,80.11,82.97,79.23,80.35,85.57,94.14,102.70,106.03,142.60,145.87,162.78,162.78,156.56,154.26,147.91,137.72,117.95,136.03,130.08,122.46,101.88,92.19,92.19,88.24,85.61,68.86,72.46,77.20,101.70,80.60,80.60,70.45,83.01,80.30,80.30,66.75,66.86,86.04,,,130.54,121.37,121.37,120.52,120.52,120.52,123.00,123.00,87.20,87.20,97.43,97.43,107.45,87.23,87.23,80.23,80.23,80.23,74.35,88.22,104.58,104.58,104.58,104.58,98.19,257.05,257.05,260.57,260.57,260.57,260.57,224.26,214.80,214.80,214.80,232.57,225.41,225.41,258.54,262.51,233.86,233.86,231.14,219.61,219.61,220.23,190.53
T. Rowe Price US Eq CAccGBP,GB00BD8G5832,North America,"122,244.96",182.84,No,No,94.96,93.41,90.18,93.63,89.39,95.21,94.67,98.15,100.09,100.09,100.09,98.62,98.62,108.16,113.72,111.48,99.75,97.49,93.22,87.93,90.45,90.45,90.45,90.06,86.74,82.52,81.02,87.08,91.98,93.05,93.27,98.15,99.02,99.02,92.08,97.07,105.14,105.14,108.19,110.35,112.89,112.89,124.25,111.53,111.12,111.12,111.46,96.50,91.50,86.84,86.84,85.70,78.12,78.12,71.96,71.96,71.96,73.76,79.08,91.10,91.10,89.36,89.36,108.27,96.55,96.55,103.75,103.75,101.75,103.42,102.37,102.03,102.03,102.07,104.50,89.91,133.69,133.69,100.35,100.35,110.61,110.61,98.52,84.79,84.79,84.79,96.85,95.94,95.94,88.42,100.76,89.62,89.62,89.62,82.65,82.65,82.65,76.44
T. Rowe Price US Eq Qn EUR,LU1836370459,North America,"148,717.37",183.39,No,No,,,,,,,84.54,78.23,81.14,77.14,77.14,74.74,79.18,80.04,83.36,83.96,82.59,86.84,79.67,107.61,109.02,114.49,114.49,125.18,122.28,121.09,116.85,109.79,131.81,131.37,117.56,102.97,98.02,98.02,94.62,81.19,81.16,84.38,85.83,94.50,80.85,80.85,94.90,84.06,85.42,85.42,88.76,92.81,89.85,,,,,,,89.84,89.84,92.79,92.79,81.81,81.81,74.30,74.30,107.95,98.83,98.83,102.97,102.97,102.97,100.87,109.30,121.52,121.52,121.52,121.52,114.03,229.56,229.56,169.16,169.16,169.16,169.16,153.49,117.99,117.99,117.99,124.97,119.69,119.69,140.49,145.96,135.03,135.03,138.94,132.52,132.52,122.46,105.45
T. Rowe Price US Lg Cap Gr Eq CAccGBP,GB00BD5FHW12,North America,"223,895.87",279.13,No,No,,,,,,105.83,100.47,106.52,103.84,103.84,103.84,108.89,108.89,116.12,118.83,124.68,126.58,126.33,136.19,141.93,145.79,145.79,145.79,126.81,124.88,118.07,110.95,103.02,103.78,98.78,101.40,103.17,91.82,91.82,84.69,92.01,87.35,87.35,95.15,114.05,106.19,106.19,92.54,98.99,101.27,101.27,93.82,62.63,67.34,,,,,,90.32,90.32,90.32,92.19,108.39,102.01,102.01,133.54,133.54,124.76,93.84,93.84,92.36,92.36,87.38,85.07,79.85,71.39,71.39,70.15,69.13,43.22,34.96,34.96,99.29,99.29,125.35,125.35,88.57,124.65,124.65,124.65,174.27,168.99,168.99,173.92,198.71,169.77,169.77,169.77,157.14,157.14,157.14,145.35
T. Rowe Price US Lg Cap Gr Eq Q GBP,LU1028171848,North America,"277,401.17",279.22,No,No,142.71,126.36,121.15,118.92,104.95,103.67,96.60,104.77,101.41,101.41,101.41,106.98,106.98,110.33,114.69,117.18,129.69,125.80,136.98,142.09,146.45,146.45,146.45,132.70,131.16,124.49,119.79,111.05,109.31,109.51,111.83,112.71,101.40,101.40,95.31,101.02,92.48,92.48,97.04,109.18,100.23,100.23,83.78,106.88,107.16,107.16,99.56,69.74,79.38,93.05,93.05,107.05,87.20,87.20,89.70,89.70,89.70,92.78,103.28,101.68,101.68,125.98,125.98,120.95,91.14,91.14,89.52,89.52,83.20,79.20,75.47,83.13,83.13,80.30,80.45,60.71,121.68,121.68,167.58,167.58,203.89,203.89,151.55,152.95,152.95,152.95,169.87,167.50,167.50,169.33,192.97,172.18,172.18,172.18,164.92,164.92,164.92,156.02
T. Rowe Price US Lg Cap Val Eq CAccGBP,GB00BD446M25,North America,"60,421.82",48.24,No,No,81.35,82.46,80.61,80.30,77.32,82.56,82.91,85.90,90.59,90.59,90.59,91.79,91.79,88.08,90.93,92.60,86.61,79.11,71.34,62.37,58.28,58.28,58.28,78.65,77.24,81.83,93.75,100.76,99.51,112.32,99.17,92.84,105.65,105.65,93.53,69.78,78.19,78.19,62.49,55.67,56.01,56.01,74.80,79.26,85.27,85.27,100.36,103.20,95.89,101.87,101.87,94.97,86.54,86.54,85.99,85.99,85.99,92.27,78.61,101.78,101.78,100.24,100.24,128.29,122.47,122.47,127.09,127.09,129.54,128.24,144.92,130.25,130.25,129.41,123.26,102.01,57.17,57.17,17.41,17.41,-1.00,-1.00,-40.64,-67.75,-67.75,-67.75,-16.74,-14.13,-14.13,-8.99,-6.68,20.32,20.32,20.32,40.07,40.07,40.07,39.68
T. Rowe Price US Lg Cap Val Eq Q GBP,LU1028172226,North America,"74,704.36",48.64,No,No,79.17,81.95,81.72,82.95,79.10,84.35,83.87,84.51,89.90,89.90,89.90,90.86,90.86,84.51,85.07,83.67,78.85,73.62,66.68,60.11,59.23,59.23,59.23,79.05,76.90,83.68,93.12,100.34,104.60,117.56,104.32,99.32,105.55,105.55,96.63,69.53,79.64,79.64,67.16,60.22,58.58,58.58,73.36,81.53,90.65,90.65,106.70,110.19,102.37,104.88,104.88,102.41,92.44,92.44,91.93,91.93,91.93,95.51,79.64,103.84,103.84,100.84,100.84,132.77,133.64,133.64,138.83,138.83,142.89,145.24,158.91,150.93,150.93,148.21,137.51,119.40,57.76,57.76,40.01,40.01,13.82,13.82,-12.43,-62.41,-62.41,-62.41,-1.78,-1.50,-1.50,-2.94,-2.34,26.26,26.26,26.26,48.17,48.17,48.17,47.94
